case_id,workflow_id,root_workflow_id,activity,previous_activity,execution_index,timestamp,execution_time_sec,token_usage,data_volume_bytes,pii_detected,execution_status,error_type,system_overhead_sec
679,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Request Approval Email,Needs Approval?,0,2026-06-08 18:51:38.980,0.627,0,99,False,success,None,0.001
679,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Wait,Request Approval Email,0,2026-06-08 18:52:56.511,0.002,0,63,False,success,None,77.529
679,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Move File Archiv_Manuell,Wait,0,2026-06-08 18:52:57.668,1.155,0,142,True,success,None,0.002
679,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Archive to Google Sheets (Manuell),Move File Archiv_Manuell,0,2026-06-08 18:53:01.012,3.342,0,645,True,success,None,0.002
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,New Invoice Trigger,,0,2026-06-08 18:53:04.834,0.384,0,4131,True,success,None,0.001
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Simple Memory 1,AI Agent: Data Ingestion Specialist,0,2026-06-08 18:53:04.851,0.001,0,52,False,success,None,0.016
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,OpenAI Chat Model 1,AI Agent: Data Ingestion Specialist,0,2026-06-08 18:53:06.399,1.53,536,2144,False,success,None,0.018
681,OHye6pAWrl57JnX7di6h6,0FfuZSpuFwMn2OZbFGVir,When Executed by Another Workflow,,0,2026-06-08 18:53:06.433,0.002,0,62,False,success,None,0.001
681,OHye6pAWrl57JnX7di6h6,0FfuZSpuFwMn2OZbFGVir,Download file,When Executed by Another Workflow,0,2026-06-08 18:53:07.529,1.096,0,15564,False,success,None,0.001
681,OHye6pAWrl57JnX7di6h6,0FfuZSpuFwMn2OZbFGVir,Extract from File,Download file,0,2026-06-08 18:53:07.546,0.017,0,806,True,success,None,0.001
681,OHye6pAWrl57JnX7di6h6,0FfuZSpuFwMn2OZbFGVir,Extract PDF Text,Extract from File,0,2026-06-08 18:53:07.559,0.013,0,433,True,success,None,0.001
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,PDF Extractor,AI Agent: Data Ingestion Specialist,0,2026-06-08 18:53:07.567,1.164,0,433,True,success,None,0.004
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Simple Memory 1,AI Agent: Data Ingestion Specialist,1,2026-06-08 18:53:07.582,0.001,0,52,False,success,None,0.001
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,OpenAI Chat Model 1,AI Agent: Data Ingestion Specialist,1,2026-06-08 18:53:11.203,3.609,884,3536,True,success,None,0.012
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,AI Agent: Data Ingestion Specialist,New Invoice Trigger,0,2026-06-08 18:53:11.206,3.638,0,1860,True,success,None,0.001
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Parse AI Classification,AI Agent: Data Ingestion Specialist,0,2026-06-08 18:53:11.224,0.017,0,464,True,success,None,0.004
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Extraction Successful?,Parse AI Classification,0,2026-06-08 18:53:11.230,0.004,0,2,False,success,None,0.002
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Simple Memory 2,AI Agent: Business Intelligence Auditor,0,2026-06-08 18:53:11.246,0.001,0,2459,True,success,None,0.015
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,OpenAI Chat Model 2,AI Agent: Business Intelligence Auditor,0,2026-06-08 18:53:13.055,1.795,768,3072,False,success,None,0.014
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,SerpAPI,AI Agent: Business Intelligence Auditor,0,2026-06-08 18:53:14.498,1.441,0,188,True,success,None,0.002
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Calculator,AI Agent: Business Intelligence Auditor,0,2026-06-08 18:53:14.504,0.005,0,34,True,success,None,0.001
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Simple Memory 2,AI Agent: Business Intelligence Auditor,1,2026-06-08 18:53:14.516,0.002,0,2459,True,success,None,0.001
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,OpenAI Chat Model 2,AI Agent: Business Intelligence Auditor,1,2026-06-08 18:53:16.250,1.723,983,3932,True,success,None,0.011
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,AI Agent: Business Intelligence Auditor,Extraction Successful?,0,2026-06-08 18:53:16.259,1.753,0,2154,True,success,None,0.002
681,0FfuZSpuFwMn2OZbFGVir,0FfuZSpuFwMn2OZbFGVir,Parse BI Analysis,AI Agent: Business Intelligence Auditor,0,2026-06-08 18:53:16.275,0.015,0,582,True,success,None,0.01
